ti,tf,T,S,Archivo,Corriente
897,897,1,0.009951604387877233,17,-0.030952
956,956,1,0.006934640319676499,17,-0.031353
1010,1010,1,0.006284182957760565,17,-0.031719
284,284,1,0.010854560019984333,18,-0.026796
338,338,1,0.011229539107373843,18,-0.027162
398,398,1,0.010296653643569603,18,-0.027569
437,438,2,0.07281699938707334,18,-0.027833
466,466,1,0.01105393328093196,18,-0.02803
476,476,1,0.032280874908222235,18,-0.028098
482,482,1,0.051103726875788735,18,-0.028138
563,563,1,0.011897977713686447,18,-0.028688
585,585,1,0.014254477866617599,18,-0.028837
627,627,1,0.37119692363069806,18,-0.029122
631,631,1,0.013018981055660794,18,-0.029149
718,718,1,0.009752898452297432,18,-0.029739
740,740,1,0.008277432509501192,18,-0.029888
762,762,1,0.014912234786847667,18,-0.030037
809,809,1,0.007467044949518664,18,-0.030356
816,817,2,0.05903022092130883,18,-0.030403
873,873,1,0.007205084111038373,18,-0.03079
888,888,1,0.00971924157952575,18,-0.030891
1031,1031,1,0.007159516202123406,18,-0.031861
161,161,1,0.006990831258523511,19,-0.025962
163,163,1,0.00926094378360344,19,-0.025975
267,267,1,0.009563436003242415,19,-0.02668
383,383,1,0.006082397969016939,19,-0.027467
472,472,1,0.03682504436374365,19,-0.028071
498,499,2,0.1450542339203762,19,-0.028247
519,519,1,0.1261796028913878,19,-0.028389
558,558,1,0.006735354618739087,19,-0.028654
606,606,1,0.012006867482184824,19,-0.028979
610,611,2,0.25169873676930665,19,-0.029006
623,623,1,0.010984707697302865,19,-0.029094
681,681,1,0.011903382561355813,19,-0.029488
707,707,1,0.00936791759246458,19,-0.029664
717,718,2,0.06343369607452265,19,-0.029732
929,929,1,0.006995333049532926,19,-0.031169
96,96,1,0.006189069363447597,20,-0.025521
159,159,1,0.009764999789380613,20,-0.025948
239,239,1,0.009227261251689545,20,-0.026491
269,269,1,0.008517465452668738,20,-0.026694
273,273,1,0.007429115633529437,20,-0.026721
321,321,1,0.010806065412496874,20,-0.027047
326,326,1,0.008927934902843326,20,-0.02708
370,370,1,0.00770474379397737,20,-0.027379
